TITLE = "Error versus beta grouped by sensor"
VARIABLES = "beta", "rho_L1", "rho_L2", "rho_Linf", "u_L1", "u_L2", "u_Linf", "p_L1", "p_L2", "p_Linf"
ZONE T="rho", I=5, F=POINT
2.500000000000000e-01 6.228683183989900e-02 4.273653470581066e-01 5.386957696039799e+00 6.165205546082575e-10 9.687685886764224e-10 1.522272974341377e-09 3.017485321610281e-09 4.741520740092222e-09 7.450581041013038e-09
5.000000000000000e-01 6.695605818118058e-02 4.431332201932593e-01 5.264329719039798e+00 6.165205546082575e-10 9.687685886764224e-10 1.522272974341377e-09 3.017485321610281e-09 4.741520740092222e-09 7.450581041013038e-09
7.500000000000000e-01 7.250536503898057e-02 4.524932885124725e-01 5.131113725439799e+00 6.165205546082575e-10 9.687685886764224e-10 1.522272974341377e-09 3.017485321610281e-09 4.741520740092222e-09 7.450581041013038e-09
1.000000000000000e+00 7.748344009437652e-02 4.612560894029403e-01 5.024501587139799e+00 6.165205546082575e-10 9.687685886764224e-10 1.522272974341377e-09 3.017485321610281e-09 4.741520740092222e-09 7.450581041013038e-09
1.500000000000000e+00 8.614065907989087e-02 4.781508184032914e-01 4.876224103739799e+00 6.165205546082575e-10 9.687685886764224e-10 1.522272974341377e-09 3.017485321610281e-09 4.741520740092222e-09 7.450581041013038e-09
ZONE T="u", I=5, F=POINT
2.500000000000000e-01 9.725142781858059e-02 4.628068685642590e-01 5.502495377739799e+00 6.165205546082575e-10 9.687685886764224e-10 1.522272974341377e-09 3.017485321610281e-09 4.741520740092222e-09 7.450581041013038e-09
5.000000000000000e-01 9.725142754898058e-02 4.628068680378729e-01 5.502495375139799e+00 6.165205546082575e-10 9.687685886764224e-10 1.522272974341377e-09 3.017485321610281e-09 4.741520740092222e-09 7.450581041013038e-09
7.500000000000000e-01 9.725142714438058e-02 4.628068673702770e-01 5.502495373539799e+00 6.165205546082575e-10 9.687685886764224e-10 1.522272974341377e-09 3.017485321610281e-09 4.741520740092222e-09 7.450581041013038e-09
1.000000000000000e+00 9.725142702878059e-02 4.628068670334053e-01 5.502495369739798e+00 6.165205546082575e-10 9.687685886764224e-10 1.522272974341377e-09 3.017485321610281e-09 4.741520740092222e-09 7.450581041013038e-09
1.500000000000000e+00 9.725142646978059e-02 4.628068661583226e-01 5.502495366839799e+00 6.165205546082575e-10 9.687685886764224e-10 1.522272974341377e-09 3.017485321610281e-09 4.741520740092222e-09 7.450581041013038e-09
ZONE T="p", I=5, F=POINT
2.500000000000000e-01 9.725142655058058e-02 4.628068664932565e-01 5.502495374639799e+00 6.165205546082575e-10 9.687685886764224e-10 1.522272974341377e-09 3.017485321610281e-09 4.741520740092222e-09 7.450581041013038e-09
5.000000000000000e-01 9.725142545538058e-02 4.628068644701014e-01 5.502495370839799e+00 6.165205546082575e-10 9.687685886764224e-10 1.522272974341377e-09 3.017485321610281e-09 4.741520740092222e-09 7.450581041013038e-09
7.500000000000000e-01 9.725142372078058e-02 4.628068620326996e-01 5.502495369439798e+00 6.165205546082575e-10 9.687685886764224e-10 1.522272974341377e-09 3.017485321610281e-09 4.741520740092222e-09 7.450581041013038e-09
1.000000000000000e+00 9.725142226898058e-02 4.628068593686302e-01 5.502495360539799e+00 6.165205546082575e-10 9.687685886764224e-10 1.522272974341377e-09 3.017485321610281e-09 4.741520740092222e-09 7.450581041013038e-09
1.500000000000000e+00 9.725141928878059e-02 4.628068536702769e-01 5.502495351239799e+00 6.165205546082575e-10 9.687685886764224e-10 1.522272974341377e-09 3.017485321610281e-09 4.741520740092222e-09 7.450581041013038e-09
