run_id,case_name,case,viscosity,sensor,beta,cfl,nx,mode,t_max,status,reason,solution_time
run_0001,visc_on_sensor_rho_beta_0p5_cfl_0p5_nx_101_mode_1,1,on,rho,0.5,0.5,101,1,0.2,completed,completed,0.2
run_0002,visc_off_sensor_none_beta_0_cfl_0p5_nx_101_mode_1,1,off,none,0.0,0.5,101,1,0.2,failed,solver returned 1,
