TITLE = "Error versus CFL at reference beta, sensor, and grid"
VARIABLES = "cfl", "rho_L1", "rho_L2", "rho_Linf", "u_L1", "u_L2", "u_Linf", "p_L1", "p_L2", "p_Linf"
ZONE T="rho", I=4, F=POINT
1.000000000000000e-01 2.897541952427778e-03 4.337169494204881e-03 1.394817710623286e-02 1.081664292428105e-02 1.836111497281073e-02 6.817925518876070e-02 1.061293841469256e-02 1.698333869521165e-02 5.443815946737196e-02
2.000000000000000e-01 2.641771230478551e-03 3.970340929822252e-03 1.296889240623289e-02 9.876437159481052e-03 1.677234058370375e-02 6.345097628876070e-02 9.752463898092556e-03 1.565427182357170e-02 5.058994666737204e-02
3.000000000000000e-01 2.374888127180093e-03 3.587938324547112e-03 1.193201760623291e-02 8.913335552981053e-03 1.513991315418509e-02 5.843556458876071e-02 8.875440858992558e-03 1.430970125996879e-02 4.652003286737205e-02
5.000000000000000e-01 1.863651986872372e-03 2.939158049428511e-03 1.052864800623288e-02 7.301895393281054e-03 1.253779339639045e-02 5.162823858876071e-02 7.447394791272541e-03 1.226980709163921e-02 4.101516606737210e-02
