variable,metric,value,viscosity,sensor,beta,cfl,nx,mode,run_id,case_name
rho,L1,0.009617755495053728,off,none,0.0,0.8,1001,1,run_0192,visc_off_sensor_none_beta_0_cfl_0p8_nx_1001_mode_1
rho,L2,0.0467144827726584,off,none,0.0,0.8,1001,1,run_0192,visc_off_sensor_none_beta_0_cfl_0p8_nx_1001_mode_1
rho,Linf,0.5117653701337711,on,p,1.5,0.2,101,1,run_0169,visc_on_sensor_p_beta_1p5_cfl_0p2_nx_101_mode_1
u,L1,0.004278878209246211,off,none,0.0,0.8,1001,1,run_0192,visc_off_sensor_none_beta_0_cfl_0p8_nx_1001_mode_1
u,L2,0.02548838541347656,off,none,0.0,0.8,1001,1,run_0192,visc_off_sensor_none_beta_0_cfl_0p8_nx_1001_mode_1
u,Linf,0.4407366578,off,none,0.0,0.5,1001,1,run_0188,visc_off_sensor_none_beta_0_cfl_0p5_nx_1001_mode_1
p,L1,0.006629373110847868,off,none,0.0,0.8,1001,1,run_0192,visc_off_sensor_none_beta_0_cfl_0p8_nx_1001_mode_1
p,L2,0.045631435685935945,off,none,0.0,0.8,1001,1,run_0192,visc_off_sensor_none_beta_0_cfl_0p8_nx_1001_mode_1
p,Linf,0.6688506180424201,off,none,0.0,0.5,1001,1,run_0188,visc_off_sensor_none_beta_0_cfl_0p5_nx_1001_mode_1
