TITLE = "Artificial-viscosity beta sweep metrics"
VARIABLES = "beta", "L1", "L2", "Linf", "TV", "undershoot", "overshoot"
ZONE T="rho", I=6, F=POINT
0.000000000000000e+00 5.092841704417738e-03 1.728601652823836e-02 1.995541508453088e-01 2.754849187200000e+00 1.455127242581972e-02 0.000000000000000e+00
2.500000000000000e-01 2.864183372386158e-03 1.279141837255266e-02 1.739929023453088e-01 8.344167524000001e-01 6.826381525819714e-03 0.000000000000000e+00
5.000000000000000e-01 3.277087741808886e-03 1.400380496248663e-02 1.634096601453088e-01 8.092486631999998e-01 2.275514325819739e-03 0.000000000000000e+00
7.500000000000000e-01 3.686959761219705e-03 1.498865260748372e-02 1.586801311453089e-01 8.032377010000001e-01 4.422743258197248e-04 0.000000000000000e+00
1.000000000000000e+00 4.063864903386638e-03 1.578877345997754e-02 1.568340810453088e-01 8.019340558000001e-01 4.776182581972543e-05 0.000000000000000e+00
1.500000000000000e+00 4.702188778767452e-03 1.703849657040933e-02 1.615798071741803e-01 8.018600038000000e-01 5.173582581974312e-05 0.000000000000000e+00
ZONE T="u", I=6, F=POINT
0.000000000000000e+00 3.894325056469219e-03 8.348599947572252e-03 4.668162260119191e-02 1.216590039000000e+00 0.000000000000000e+00 0.000000000000000e+00
2.500000000000000e-01 2.436950206456623e-03 5.533064500905416e-03 2.169793980119192e-02 7.742357036000000e-01 0.000000000000000e+00 0.000000000000000e+00
5.000000000000000e-01 2.346795277905880e-03 5.549060753868110e-03 2.465290149880808e-02 7.188670766000000e-01 0.000000000000000e+00 0.000000000000000e+00
7.500000000000000e-01 2.490386785530909e-03 6.038014115384225e-03 2.837372969880808e-02 7.036935237999999e-01 0.000000000000000e+00 0.000000000000000e+00
1.000000000000000e+00 2.717860087879400e-03 6.562208588755383e-03 3.147618639880809e-02 7.002010032000000e-01 0.000000000000000e+00 0.000000000000000e+00
1.500000000000000e+00 3.156765727818435e-03 7.512601862706563e-03 3.645497019880808e-02 7.001437142000000e-01 0.000000000000000e+00 0.000000000000000e+00
ZONE T="p", I=6, F=POINT
0.000000000000000e+00 1.871395712414561e-03 3.797759843364291e-03 1.749687186052779e-02 6.231575045999999e-01 1.749687186052779e-02 0.000000000000000e+00
2.500000000000000e-01 1.265989589781642e-03 2.839573227701472e-03 1.553769129999999e-02 4.260167245999997e-01 8.243775460527791e-03 0.000000000000000e+00
5.000000000000000e-01 1.269156681934547e-03 3.013472521428569e-03 1.724590079999999e-02 4.028104365999999e-01 2.752758360527796e-03 0.000000000000000e+00
7.500000000000000e-01 1.365503917749220e-03 3.306770445815867e-03 1.864876679999999e-02 3.966671963999998e-01 5.317907605277838e-04 0.000000000000000e+00
1.000000000000000e+00 1.492541896810608e-03 3.595221950931084e-03 1.986491140000002e-02 3.952726428000001e-01 3.868266052781122e-05 0.000000000000000e+00
1.500000000000000e+00 1.732802938398678e-03 4.107498977238510e-03 2.189618690000000e-02 3.952384341999998e-01 1.918636052777867e-05 0.000000000000000e+00
