TITLE = "Error versus beta grouped by sensor"
VARIABLES = "beta", "rho_L1", "rho_L2", "rho_Linf", "u_L1", "u_L2", "u_Linf", "p_L1", "p_L2", "p_Linf"
ZONE T="rho", I=5, F=POINT
2.500000000000000e-01 2.864183372386158e-03 1.279141837255266e-02 1.739929023453088e-01 2.436950206456623e-03 5.533064500905416e-03 2.169793980119192e-02 1.265989589781642e-03 2.839573227701472e-03 1.553769129999999e-02
5.000000000000000e-01 3.277087741808886e-03 1.400380496248663e-02 1.634096601453088e-01 2.346795277905880e-03 5.549060753868110e-03 2.465290149880808e-02 1.269156681934547e-03 3.013472521428569e-03 1.724590079999999e-02
7.500000000000000e-01 3.686959761219705e-03 1.498865260748372e-02 1.586801311453089e-01 2.490386785530909e-03 6.038014115384225e-03 2.837372969880808e-02 1.365503917749220e-03 3.306770445815867e-03 1.864876679999999e-02
1.000000000000000e+00 4.063864903386638e-03 1.578877345997754e-02 1.568340810453088e-01 2.717860087879400e-03 6.562208588755383e-03 3.147618639880809e-02 1.492541896810608e-03 3.595221950931084e-03 1.986491140000002e-02
1.500000000000000e+00 4.702188778767452e-03 1.703849657040933e-02 1.615798071741803e-01 3.156765727818435e-03 7.512601862706563e-03 3.645497019880808e-02 1.732802938398678e-03 4.107498977238510e-03 2.189618690000000e-02
ZONE T="u", I=5, F=POINT
2.500000000000000e-01 2.685525588249008e-03 1.232712298779017e-02 1.760537231453089e-01 2.429562472113836e-03 5.505693664384316e-03 2.089563254993612e-02 1.264832538371087e-03 2.833546566321783e-03 1.553560980000002e-02
5.000000000000000e-01 2.951403487376905e-03 1.317109915263821e-02 1.735302872453088e-01 2.350954628134487e-03 5.594336422591578e-03 2.521592129880808e-02 1.270567979029213e-03 3.028833188952132e-03 1.731265910000002e-02
7.500000000000000e-01 3.274267453275340e-03 1.385391599357721e-02 1.727791735453088e-01 2.510859720526900e-03 6.071171853220898e-03 2.835562019880808e-02 1.375431536728109e-03 3.328879389894400e-03 1.884733360000002e-02
1.000000000000000e+00 3.661711536154483e-03 1.466551868870221e-02 1.704232380453088e-01 2.708632598575430e-03 6.533534962284433e-03 3.081825179880808e-02 1.492519829844640e-03 3.605942305065121e-03 2.015893190000001e-02
1.500000000000000e+00 4.281359821133784e-03 1.595889570245689e-02 1.649143991453088e-01 3.108225675909617e-03 7.367339629003307e-03 3.462703289880809e-02 1.721501506007146e-03 4.099491909192529e-03 2.230521629999999e-02
ZONE T="p", I=5, F=POINT
2.500000000000000e-01 2.583103972133927e-03 1.172692521716455e-02 1.712450817453088e-01 2.467851341865902e-03 5.604069888472426e-03 2.260283790119191e-02 1.278580574697477e-03 2.859964536917918e-03 1.549140300000001e-02
5.000000000000000e-01 2.841476327884852e-03 1.250707457124604e-02 1.630188997453088e-01 2.376639497120183e-03 5.583936862386815e-03 2.416634299880809e-02 1.284071510218769e-03 3.030725887065476e-03 1.714409509999998e-02
7.500000000000000e-01 3.257261406078280e-03 1.353831788092455e-02 1.586038413453088e-01 2.540092970740188e-03 6.086172051145568e-03 2.786897299880808e-02 1.391737240754236e-03 3.333017456827839e-03 1.847700180000000e-02
1.000000000000000e+00 3.520950126661803e-03 1.396660245905366e-02 1.579592051453088e-01 2.764423382511839e-03 6.606618208986990e-03 3.072523299880808e-02 1.520072362191330e-03 3.623382486178456e-03 1.959019610000001e-02
1.500000000000000e+00 4.189877630819005e-03 1.537261969878757e-02 1.573273989453088e-01 3.193052890116783e-03 7.500850509714234e-03 3.472672279880808e-02 1.760146031147384e-03 4.125826639531898e-03 2.136910390000002e-02
