TITLE = "Riemann numerical vs exact"
VARIABLES = "x", "rho", "u", "p"
ZONE T="Numerical", I=501, F=POINT
3.600000000000000e-01 3.456240980000000e-01 1.519032194500000e+00 2.476687002600000e+00
3.620000000000000e-01 3.456230582000000e-01 1.519041673300000e+00 2.476676625000000e+00
3.640000000000000e-01 3.456219667000000e-01 1.519051625000000e+00 2.476665730000000e+00
3.660000000000000e-01 3.456208519000000e-01 1.519061789100000e+00 2.476654602400000e+00
3.680000000000000e-01 3.456197261000000e-01 1.519072053400000e+00 2.476643365100000e+00
3.700000000000000e-01 3.456185893000000e-01 1.519082418700000e+00 2.476632017300000e+00
3.720000000000000e-01 3.456174396000000e-01 1.519092899700000e+00 2.476620542800000e+00
3.740000000000000e-01 3.456162807000000e-01 1.519103465800000e+00 2.476608975200000e+00
3.760000000000000e-01 3.456151176000000e-01 1.519114068900000e+00 2.476597367300000e+00
3.780000000000000e-01 3.456139503000000e-01 1.519124709400000e+00 2.476585718400000e+00
3.800000000000000e-01 3.456127710000000e-01 1.519135459200000e+00 2.476573949900000e+00
3.820000000000000e-01 3.456115694000000e-01 1.519146412000000e+00 2.476561959200000e+00
3.840000000000000e-01 3.456103406000000e-01 1.519157614200000e+00 2.476549695500000e+00
3.860000000000000e-01 3.456090863000000e-01 1.519169048100000e+00 2.476537178300000e+00
3.880000000000000e-01 3.456078103000000e-01 1.519180681100000e+00 2.476524443200000e+00
3.900000000000000e-01 3.456065109000000e-01 1.519192526200000e+00 2.476511475900000e+00
3.920000000000000e-01 3.456051807000000e-01 1.519204653700000e+00 2.476498199600000e+00
3.940000000000000e-01 3.456038104000000e-01 1.519217147300000e+00 2.476484522600000e+00
3.960000000000000e-01 3.456023951000000e-01 1.519230052200000e+00 2.476470395300000e+00
3.980000000000000e-01 3.456009353000000e-01 1.519243364200000e+00 2.476455822600000e+00
4.000000000000000e-01 3.455994336000000e-01 1.519257058400000e+00 2.476440831500000e+00
4.020000000000000e-01 3.455978916000000e-01 1.519271121700000e+00 2.476425436500000e+00
4.040000000000000e-01 3.455963086000000e-01 1.519285558800000e+00 2.476409632300000e+00
4.060000000000000e-01 3.455946841000000e-01 1.519300375900000e+00 2.476393412400000e+00
4.080000000000000e-01 3.455930188000000e-01 1.519315565600000e+00 2.476376784600000e+00
4.100000000000000e-01 3.455913151000000e-01 1.519331105500000e+00 2.476359773600000e+00
4.120000000000000e-01 3.455895764000000e-01 1.519346964900000e+00 2.476342413000000e+00
4.140000000000000e-01 3.455878067000000e-01 1.519363107900000e+00 2.476324742200000e+00
4.160000000000000e-01 3.455860104000000e-01 1.519379492800000e+00 2.476306806600000e+00
4.180000000000000e-01 3.455841926000000e-01 1.519396073800000e+00 2.476288656400000e+00
4.200000000000000e-01 3.455823582000000e-01 1.519412805300000e+00 2.476270341600000e+00
4.220000000000000e-01 3.455805121000000e-01 1.519429642900000e+00 2.476251910800000e+00
4.240000000000000e-01 3.455786595000000e-01 1.519446538800000e+00 2.476233416200000e+00
4.260000000000000e-01 3.455768065000000e-01 1.519463436100000e+00 2.476214920300000e+00
4.280000000000000e-01 3.455749603000000e-01 1.519480270800000e+00 2.476196493100000e+00
4.300000000000000e-01 3.455731276000000e-01 1.519496979400000e+00 2.476178203800000e+00
4.320000000000000e-01 3.455713148000000e-01 1.519513504400000e+00 2.476160115700000e+00
4.340000000000000e-01 3.455695279000000e-01 1.519529790400000e+00 2.476142289300000e+00
4.360000000000000e-01 3.455677733000000e-01 1.519545778700000e+00 2.476124788800000e+00
4.380000000000000e-01 3.455660577000000e-01 1.519561408100000e+00 2.476107681200000e+00
4.400000000000000e-01 3.455643872000000e-01 1.519576622000000e+00 2.476091028500000e+00
4.420000000000000e-01 3.455627668000000e-01 1.519591374600000e+00 2.476074880800000e+00
4.440000000000000e-01 3.455612005000000e-01 1.519605630300000e+00 2.476059277000000e+00
4.460000000000000e-01 3.455596913000000e-01 1.519619360700000e+00 2.476044248200000e+00
4.480000000000000e-01 3.455582415000000e-01 1.519632544100000e+00 2.476029818000000e+00
4.500000000000000e-01 3.455568522000000e-01 1.519645170800000e+00 2.476015997400000e+00
4.520000000000000e-01 3.455555228000000e-01 1.519657247500000e+00 2.476002778600000e+00
4.540000000000000e-01 3.455542503000000e-01 1.519668799400000e+00 2.475990134300000e+00
4.560000000000000e-01 3.455530303000000e-01 1.519679868900000e+00 2.475978017900000e+00
4.580000000000000e-01 3.455518563000000e-01 1.519690514100000e+00 2.475966366100000e+00
4.600000000000000e-01 3.455507204000000e-01 1.519700807500000e+00 2.475955099200000e+00
4.620000000000000e-01 3.455496134000000e-01 1.519710834100000e+00 2.475944124500000e+00
4.640000000000000e-01 3.455485253000000e-01 1.519720685300000e+00 2.475933341700000e+00
4.660000000000000e-01 3.455474462000000e-01 1.519730451200000e+00 2.475922652300000e+00
4.680000000000000e-01 3.455463673000000e-01 1.519740212100000e+00 2.475911968300000e+00
4.700000000000000e-01 3.455452820000000e-01 1.519750029700000e+00 2.475901222300000e+00
4.720000000000000e-01 3.455441863000000e-01 1.519759939700000e+00 2.475890375400000e+00
4.740000000000000e-01 3.455430797000000e-01 1.519769946500000e+00 2.475879422400000e+00
4.760000000000000e-01 3.455419652000000e-01 1.519780023400000e+00 2.475868392700000e+00
4.780000000000000e-01 3.455408485000000e-01 1.519790117500000e+00 2.475857344300000e+00
4.800000000000000e-01 3.455397372000000e-01 1.519800158900000e+00 2.475846353600000e+00
4.820000000000000e-01 3.455386394000000e-01 1.519810073400000e+00 2.475835501800000e+00
4.840000000000000e-01 3.455375624000000e-01 1.519819793900000e+00 2.475824862300000e+00
4.860000000000000e-01 3.455365118000000e-01 1.519829268500000e+00 2.475814492000000e+00
4.880000000000000e-01 3.455354915000000e-01 1.519838463000000e+00 2.475804428200000e+00
4.900000000000000e-01 3.455345033000000e-01 1.519847358900000e+00 2.475794691200000e+00
4.920000000000000e-01 3.455335482000000e-01 1.519855947400000e+00 2.475785290600000e+00
4.940000000000000e-01 3.455326269000000e-01 1.519864223300000e+00 2.475776232200000e+00
4.960000000000000e-01 3.455317401000000e-01 1.519872179300000e+00 2.475767523900000e+00
4.980000000000000e-01 3.455308889000000e-01 1.519879803800000e+00 2.475759178400000e+00
5.000000000000000e-01 3.455300752000000e-01 1.519887081300000e+00 2.475751212600000e+00
5.020000000000000e-01 3.455293008000000e-01 1.519893993900000e+00 2.475743646200000e+00
5.040000000000000e-01 3.455285676000000e-01 1.519900524100000e+00 2.475736498200000e+00
5.060000000000000e-01 3.455278773000000e-01 1.519906656800000e+00 2.475729785300000e+00
5.080000000000000e-01 3.455272311000000e-01 1.519912380500000e+00 2.475723520000000e+00
5.100000000000000e-01 3.455266299000000e-01 1.519917687000000e+00 2.475717711200000e+00
5.120000000000000e-01 3.455260744000000e-01 1.519922570400000e+00 2.475712365400000e+00
5.140000000000000e-01 3.455255649000000e-01 1.519927025800000e+00 2.475707488000000e+00
5.160000000000000e-01 3.455251020000000e-01 1.519931048500000e+00 2.475703084100000e+00
5.180000000000000e-01 3.455246862000000e-01 1.519934633600000e+00 2.475699159100000e+00
5.200000000000000e-01 3.455243183000000e-01 1.519937776400000e+00 2.475695718200000e+00
5.220000000000000e-01 3.455239983000000e-01 1.519940472500000e+00 2.475692766000000e+00
5.240000000000000e-01 3.455237266000000e-01 1.519942718200000e+00 2.475690306800000e+00
5.260000000000000e-01 3.455235038000000e-01 1.519944509700000e+00 2.475688344500000e+00
5.280000000000000e-01 3.455233305000000e-01 1.519945843600000e+00 2.475686883000000e+00
5.300000000000000e-01 3.455232067000000e-01 1.519946717000000e+00 2.475685925400000e+00
5.320000000000000e-01 3.455231321000000e-01 1.519947128500000e+00 2.475685473300000e+00
5.340000000000000e-01 3.455231069000000e-01 1.519947080000000e+00 2.475685524600000e+00
5.360000000000000e-01 3.455231307000000e-01 1.519946577200000e+00 2.475686073000000e+00
5.380000000000000e-01 3.455232026000000e-01 1.519945628600000e+00 2.475687109300000e+00
5.400000000000000e-01 3.455233206000000e-01 1.519944245600000e+00 2.475688620800000e+00
5.420000000000000e-01 3.455234826000000e-01 1.519942445800000e+00 2.475690588600000e+00
5.440000000000000e-01 3.455236866000000e-01 1.519940255000000e+00 2.475692984200000e+00
5.460000000000000e-01 3.455239290000000e-01 1.519937710300000e+00 2.475695767000000e+00
5.480000000000000e-01 3.455242036000000e-01 1.519934862000000e+00 2.475698882100000e+00
5.500000000000000e-01 3.455245021000000e-01 1.519931774500000e+00 2.475702258900000e+00
5.520000000000000e-01 3.455248163000000e-01 1.519928527400000e+00 2.475705810500000e+00
5.540000000000000e-01 3.455251375000000e-01 1.519925214400000e+00 2.475709434000000e+00
5.560000000000000e-01 3.455254544000000e-01 1.519921942800000e+00 2.475713012200000e+00
5.580000000000001e-01 3.455257525000000e-01 1.519918827100000e+00 2.475716419900000e+00
5.600000000000001e-01 3.455260179000000e-01 1.519915978900000e+00 2.475719534700000e+00
5.620000000000001e-01 3.455262414000000e-01 1.519913498600000e+00 2.475722247100000e+00
5.639999999999999e-01 3.455264169000000e-01 1.519911466500000e+00 2.475724468700000e+00
5.659999999999999e-01 3.455265377000000e-01 1.519909940100000e+00 2.475726137100000e+00
5.679999999999999e-01 3.455265964000000e-01 1.519908952300000e+00 2.475727216000000e+00
5.700000000000000e-01 3.455265902000000e-01 1.519908513500000e+00 2.475727694100000e+00
5.720000000000000e-01 3.455265230000000e-01 1.519908617400000e+00 2.475727578200000e+00
5.740000000000000e-01 3.455264008000000e-01 1.519909246100000e+00 2.475726888100000e+00
5.760000000000000e-01 3.455262256000000e-01 1.519910370400000e+00 2.475725655400000e+00
5.780000000000000e-01 3.455259964000000e-01 1.519911947100000e+00 2.475723927700000e+00
5.800000000000000e-01 3.455257166000000e-01 1.519913918100000e+00 2.475721768500000e+00
5.820000000000000e-01 3.455253981000000e-01 1.519916216700000e+00 2.475719250900000e+00
5.840000000000000e-01 3.455250551000000e-01 1.519918775000000e+00 2.475716448900000e+00
5.860000000000000e-01 3.455246937000000e-01 1.519921532800000e+00 2.475713428600000e+00
5.880000000000000e-01 3.455243110000000e-01 1.519924439200000e+00 2.475710245700000e+00
5.900000000000000e-01 3.455239053000000e-01 1.519927449000000e+00 2.475706949600000e+00
5.920000000000000e-01 3.455234862000000e-01 1.519930519300000e+00 2.475703587300000e+00
5.940000000000000e-01 3.455230696000000e-01 1.519933608200000e+00 2.475700204500000e+00
5.960000000000000e-01 3.455226634000000e-01 1.519936676900000e+00 2.475696843900000e+00
5.980000000000000e-01 3.455222609000000e-01 1.519939688900000e+00 2.475693545300000e+00
6.000000000000000e-01 3.455218528000000e-01 1.519942610000000e+00 2.475690346300000e+00
6.020000000000000e-01 3.455214432000000e-01 1.519945406800000e+00 2.475687283100000e+00
6.040000000000000e-01 3.455210509000000e-01 1.519948049400000e+00 2.475684388700000e+00
6.060000000000000e-01 3.455206917000000e-01 1.519950509200000e+00 2.475681694400000e+00
6.080000000000000e-01 3.455203622000000e-01 1.519952759400000e+00 2.475679229300000e+00
6.100000000000000e-01 3.455200441000000e-01 1.519954775800000e+00 2.475677020100000e+00
6.120000000000000e-01 3.455197283000000e-01 1.519956536400000e+00 2.475675090800000e+00
6.140000000000000e-01 3.455194291000000e-01 1.519958021800000e+00 2.475673462700000e+00
6.160000000000000e-01 3.455191722000000e-01 1.519959213300000e+00 2.475672156100000e+00
6.180000000000000e-01 3.455189689000000e-01 1.519960093000000e+00 2.475671190800000e+00
6.200000000000000e-01 3.455188029000000e-01 1.519960644000000e+00 2.475670585000000e+00
6.220000000000000e-01 3.455186465000000e-01 1.519960852600000e+00 2.475670354100000e+00
